pair_id,traded_on,close_rate,daily_return,ma_10,ma_20,volatility_20,rsi_14,high_impact_eur_ratio,high_impact_usd_ratio,target
EURUSD,2018-05-17,1.18031000,-0.20883004,1.18850900,1.19686850,0.32770426,25.87299827,0.08777880,0.27705255,-34.70000000
EURUSD,2018-05-18,1.17684000,-0.29399056,1.18704200,1.19482350,0.32556911,23.99841315,0.08777880,0.27705255,-16.90000000
EURUSD,2018-05-20,1.17515000,-0.14360491,1.18603800,1.19300550,0.31550015,23.11982594,0.08777880,0.27705255,30.00000000
EURUSD,2018-05-21,1.17815000,0.25528656,1.18521800,1.19127250,0.32352881,28.14854262,0.08777880,0.27705255,-19.40000000
EURUSD,2018-05-22,1.17621000,-0.16466494,1.18366100,1.18946000,0.32240003,26.92218192,0.08777880,0.27705255,-58.60000000
EURUSD,2018-05-23,1.17035000,-0.49821035,1.18128400,1.18759850,0.32700508,23.58029256,0.08777880,0.27705255,5.60000000
EURUSD,2018-05-24,1.17091000,0.04784893,1.17873000,1.18611850,0.31361245,24.54423113,0.08777880,0.27705255,-59.60000000
EURUSD,2018-05-25,1.16495000,-0.50900582,1.17589600,1.18446500,0.32486900,21.44400856,0.08777880,0.27705255,66.50000000
EURUSD,2018-05-27,1.17160000,0.57083995,1.17472500,1.18308150,0.35831265,31.79578171,0.08777880,0.27705255,-87.60000000
EURUSD,2018-05-28,1.16284000,-0.74769546,1.17273100,1.18143850,0.38355986,26.78802451,0.08777880,0.27705255,-94.90000000
EURUSD,2018-05-29,1.15335000,-0.81610540,1.17003500,1.17927200,0.40816672,22.62985396,0.08777880,0.27705255,132.80000000
EURUSD,2018-05-30,1.16663000,1.15142845,1.16901400,1.17802800,0.50053175,37.29757095,0.08777880,0.27705255,15.60000000
EURUSD,2018-05-31,1.16819000,0.13371849,1.16831800,1.17717800,0.49274124,38.76613200,0.08777880,0.27705255,-24.10000000
EURUSD,2018-06-01,1.16578000,-0.20630206,1.16708100,1.17614950,0.49194622,37.31222730,0.08777880,0.27705255,37.00000000
EURUSD,2018-06-03,1.16948000,0.31738407,1.16640800,1.17503450,0.48472743,40.97245067,0.08777880,0.27705255,-4.30000000
EURUSD,2018-06-04,1.16905000,-0.03676848,1.16627800,1.17378100,0.48017786,40.67521154,0.08777880,0.27705255,36.00000000
EURUSD,2018-06-05,1.17265000,0.30794235,1.16645200,1.17259100,0.48453138,44.31732021,0.08777880,0.27705255,59.90000000
EURUSD,2018-06-06,1.17864000,0.51080885,1.16782100,1.17185850,0.50134998,49.83580162,0.08777880,0.27705255,12.20000000
EURUSD,2018-06-07,1.17986000,0.10350913,1.16864700,1.17168600,0.46772594,50.90306481,0.08777880,0.27705255,-31.90000000
EURUSD,2018-06-08,1.17667000,-0.27037106,1.17003000,1.17138050,0.47122549,48.02587524,0.08777880,0.27705255,26.10000000
EURUSD,2018-06-10,1.17928000,0.22181240,1.17262300,1.17132900,0.47221357,50.49156403,0.08777880,0.27705255,-28.30000000
EURUSD,2018-06-11,1.17645000,-0.23997694,1.17360500,1.17130950,0.47061535,47.84132592,0.08777880,0.27705255,-20.00000000
EURUSD,2018-06-12,1.17445000,-0.17000298,1.17423100,1.17127450,0.47107431,46.00357805,0.08777880,0.27705255,56.90000000
EURUSD,2018-06-13,1.18014000,0.48448210,1.17566700,1.17137400,0.48035717,51.68938652,0.08777880,0.27705255,-237.50000000
EURUSD,2018-06-14,1.15639000,-2.01247310,1.17435800,1.17038300,0.65980712,35.08339304,0.08777880,0.27705255,44.10000000
EURUSD,2018-06-15,1.16080000,0.38135923,1.17353300,1.16990550,0.65997843,39.00205964,0.08777880,0.27705255,-17.60000000
EURUSD,2018-06-17,1.15904000,-0.15161957,1.17217200,1.16931200,0.66010600,38.01576870,0.08777880,0.27705255,49.80000000
EURUSD,2018-06-18,1.16402000,0.42966593,1.17071000,1.16926550,0.65903602,42.45043460,0.08777880,0.27705255,-65.60000000
EURUSD,2018-06-19,1.15746000,-0.56356420,1.16847000,1.16855850,0.65595618,38.53897355,0.08777880,0.27705255,-10.70000000
EURUSD,2018-06-20,1.15639000,-0.09244380,1.16644200,1.16823600,0.63578245,37.92514270,0.08777880,0.27705255,49.10000000
EURUSD,2018-06-21,1.16130000,0.42459724,1.16464400,1.16863350,0.61480263,42.45455564,0.08777880,0.27705255,39.10000000
EURUSD,2018-06-22,1.16521000,0.33669164,1.16352000,1.16856250,0.56171578,45.84344335,0.08777880,0.27705255,3.80000000
EURUSD,2018-06-24,1.16559000,0.03261215,1.16263400,1.16843250,0.56085996,46.17520041,0.08777880,0.27705255,53.50000000
EURUSD,2018-06-25,1.17094000,0.45899502,1.16171400,1.16869050,0.56826218,50.74959675,0.08777880,0.27705255,-50.00000000
EURUSD,2018-06-26,1.16594000,-0.42700736,1.16266900,1.16851350,0.57237252,46.75069829,0.08777880,0.27705255,-91.50000000
EURUSD,2018-06-27,1.15679000,-0.78477452,1.16226800,1.16790050,0.59783874,40.46663379,0.08777880,0.27705255,67.70000000
EURUSD,2018-06-28,1.16356000,0.58524019,1.16272000,1.16744600,0.60969892,46.22602921,0.08777880,0.27705255,45.90000000
EURUSD,2018-06-29,1.16815000,0.39447901,1.16313300,1.16692150,0.60473122,49.77379943,0.08777880,0.27705255,-28.90000000
EURUSD,2018-07-01,1.16526000,-0.24739973,1.16391300,1.16619150,0.60534883,47.64248454,0.08777880,0.27705255,-20.60000000
EURUSD,2018-07-02,1.16320000,-0.17678458,1.16459400,1.16551800,0.60400124,46.12630864,0.08777880,0.27705255,32.60000000
EURUSD,2018-07-03,1.16646000,0.28026135,1.16511000,1.16487700,0.60555459,48.89789878,0.08777880,0.27705255,-6.60000000
EURUSD,2018-07-04,1.16580000,-0.05658145,1.16516900,1.16434450,0.60395882,48.35551177,0.08777880,0.27705255,29.30000000
EURUSD,2018-07-05,1.16873000,0.25132956,1.16548300,1.16405850,0.60666404,50.95633232,0.08777880,0.27705255,57.60000000
EURUSD,2018-07-06,1.17449000,0.49284266,1.16583800,1.16377600,0.60703465,55.68143889,0.08777880,0.27705255,18.40000000
EURUSD,2018-07-08,1.17633000,0.15666374,1.16687700,1.16477300,0.38641417,57.10322203,0.08777880,0.27705255,-16.00000000
EURUSD,2018-07-09,1.17473000,-0.13601625,1.16867100,1.16546950,0.38291875,55.43773956,0.08777880,0.27705255,-18.10000000
EURUSD,2018-07-10,1.17292000,-0.15407796,1.16960700,1.16616350,0.38299076,53.53550261,0.08777880,0.27705255,-53.00000000
EURUSD,2018-07-11,1.16762000,-0.45186372,1.16955400,1.16634350,0.38891687,48.30837061,0.08777880,0.27705255,-14.70000000
EURUSD,2018-07-12,1.16615000,-0.12589712,1.16964300,1.16677800,0.36623208,46.93942713,0.08777880,0.27705255,21.30000000
EURUSD,2018-07-13,1.16828000,0.18265232,1.17015100,1.16737250,0.36623933,49.18636143,0.08777880,0.27705255,0.50000000
EURUSD,2018-07-15,1.16833000,0.00427980,1.17033800,1.16772400,0.35562689,49.24070012,0.08777880,0.27705255,36.10000000
EURUSD,2018-07-16,1.17194000,0.30898804,1.17095200,1.16806050,0.35442457,53.13723561,0.08777880,0.27705255,-68.00000000
EURUSD,2018-07-17,1.16514000,-0.58023448,1.17059300,1.16803800,0.37972150,45.97753173,0.08777880,0.27705255,0.30000000
EURUSD,2018-07-18,1.16517000,0.00257480,1.16966100,1.16774950,0.36399519,46.01209300,0.08777880,0.27705255,-1.50000000
EURUSD,2018-07-19,1.16502000,-0.01287366,1.16853000,1.16770350,0.35142910,45.85413255,0.08777880,0.27705255,69.30000000
EURUSD,2018-07-20,1.17195000,0.59483957,1.16825200,1.16846150,0.32433025,53.75333829,0.08777880,0.27705255,21.10000000
EURUSD,2018-07-22,1.17406000,0.18004181,1.16836600,1.16898650,0.30205358,55.86458612,0.08777880,0.27705255,-54.00000000
EURUSD,2018-07-23,1.16866000,-0.45994242,1.16847000,1.16901200,0.31038496,49.62117594,0.08777880,0.27705255,-4.90000000
EURUSD,2018-07-24,1.16817000,-0.04192836,1.16867200,1.16915750,0.30502745,49.08510531,0.08777880,0.27705255,50.40000000
EURUSD,2018-07-25,1.17321000,0.43144405,1.16916500,1.16965800,0.31526749,54.52674904,0.08777880,0.27705255,-83.10000000
EURUSD,2018-07-26,1.16490000,-0.70831309,1.16882200,1.16958000,0.35157057,45.82943875,0.08777880,0.27705255,3.60000000
EURUSD,2018-07-27,1.16526000,0.03090394,1.16815400,1.16955300,0.35145370,46.22957234,0.08777880,0.27705255,1.40000000
EURUSD,2018-07-29,1.16540000,0.01201449,1.16818000,1.16938650,0.34642238,46.39539885,0.08777880,0.27705255,54.90000000
EURUSD,2018-07-30,1.17089000,0.47108289,1.16875200,1.16920650,0.34477807,52.57231103,0.08777880,0.27705255,-29.30000000
EURUSD,2018-07-31,1.16796000,-0.25023700,1.16904600,1.16878800,0.34613144,49.30676488,0.08777880,0.27705255,-28.80000000
EURUSD,2018-08-01,1.16508000,-0.24658379,1.16835900,1.16830550,0.34870107,46.26476845,0.08777880,0.27705255,-60.00000000
EURUSD,2018-08-02,1.15908000,-0.51498610,1.16686100,1.16761350,0.36388747,40.63949156,0.08777880,0.27705255,-25.20000000
EURUSD,2018-08-03,1.15656000,-0.21741381,1.16565100,1.16706050,0.35420279,38.52100786,0.08777880,0.27705255,-2.10000000
EURUSD,2018-08-05,1.15635000,-0.01815729,1.16446900,1.16657050,0.35375839,38.34163739,0.08777880,0.27705255,-8.20000000
EURUSD,2018-08-06,1.15553000,-0.07091279,1.16270100,1.16593300,0.34982057,37.60529209,0.08777880,0.27705255,63.30000000
EURUSD,2018-08-07,1.16186000,0.54780058,1.16239700,1.16560950,0.37482663,46.19550562,0.08777880,0.27705255,-3.20000000
EURUSD,2018-08-08,1.16154000,-0.02754204,1.16202500,1.16508950,0.36640437,45.85183384,0.08777880,0.27705255,-82.90000000
EURUSD,2018-08-09,1.15325000,-0.71370766,1.16081000,1.16449500,0.37772744,37.97080105,0.08777880,0.27705255,-122.00000000
EURUSD,2018-08-10,1.14105000,-1.05787990,1.15782600,1.16328900,0.43928473,29.84173756,0.08777880,0.27705255,-28.20000000
EURUSD,2018-08-12,1.13823000,-0.24714079,1.15485300,1.16194950,0.43986067,28.33186636,0.08777880,0.27705255,24.20000000
EURUSD,2018-08-13,1.14065000,0.21261081,1.15241000,1.16038450,0.41498063,31.53331147,0.08777880,0.27705255,-83.80000000
EURUSD,2018-08-14,1.13227000,-0.73466883,1.14972900,1.15829500,0.42867644,27.03046786,0.08777880,0.27705255,64.40000000
EURUSD,2018-08-15,1.13871000,0.56876893,1.14794400,1.15679750,0.45429223,34.74258601,0.08777880,0.27705255,-9.70000000
EURUSD,2018-08-16,1.13774000,-0.08518411,1.14608300,1.15527600,0.45396001,34.15701102,0.08777880,0.27705255,58.40000000
EURUSD,2018-08-17,1.14358000,0.51329829,1.14488800,1.15379450,0.45963032,40.64356432,0.08777880,0.27705255,-4.70000000
EURUSD,2018-08-19,1.14311000,-0.04109900,1.14301300,1.15270500,0.43895124,40.29947316,0.08777880,0.27705255,93.60000000
EURUSD,2018-08-20,1.15247000,0.81881884,1.14210600,1.15206550,0.48376910,49.47356458,0.08777880,0.27705255,50.70000000
EURUSD,2018-08-21,1.15754000,0.43992468,1.14253500,1.15167250,0.49614909,53.63015593,0.08777880,0.27705255,-22.30000000
EURUSD,2018-08-22,1.15531000,-0.19264993,1.14396100,1.15089350,0.48269674,51.61871428,0.08777880,0.27705255,2.10000000
EURUSD,2018-08-23,1.15552000,0.01817694,1.14569000,1.15027150,0.48102876,51.80204116,0.08777880,0.27705255,64.50000000
EURUSD,2018-08-24,1.16197000,0.55819025,1.14782200,1.15011600,0.49731686,57.17013989,0.08777880,0.27705255,6.60000000
EURUSD,2018-08-26,1.16263000,0.05680009,1.15085800,1.15029350,0.48312379,57.68942950,0.08777880,0.27705255,47.70000000
EURUSD,2018-08-27,1.16740000,0.41027670,1.15372700,1.15083550,0.48750338,61.33787471,0.08777880,0.27705255,20.80000000
EURUSD,2018-08-28,1.16948000,0.17817372,1.15690100,1.15149200,0.48808198,62.84252236,0.08777880,0.27705255,5.50000000
EURUSD,2018-08-29,1.17003000,0.04702945,1.15954600,1.15221700,0.48715914,63.24980210,0.08777880,0.27705255,-36.80000000
EURUSD,2018-08-30,1.16635000,-0.31452185,1.16187000,1.15244150,0.48014963,58.62000216,0.08777880,0.27705255,-66.20000000
EURUSD,2018-08-31,1.15973000,-0.56758263,1.16259600,1.15235100,0.49784563,51.33967312,0.08777880,0.27705255,1.30000000
EURUSD,2018-09-02,1.15986000,0.01120951,1.16282800,1.15268150,0.46922233,51.46714403,0.08777880,0.27705255,2.20000000
EURUSD,2018-09-03,1.16008000,0.01896781,1.16330500,1.15363300,0.39354552,51.69774835,0.08777880,0.27705255,-4.40000000
EURUSD,2018-09-04,1.15964000,-0.03792842,1.16371700,1.15470350,0.38702162,51.17403227,0.08777880,0.27705255,37.90000000
EURUSD,2018-09-05,1.16343000,0.32682557,1.16386300,1.15584250,0.38969839,55.36814795,0.08777880,0.27705255,-10.50000000
EURUSD,2018-09-06,1.16238000,-0.09025038,1.16383800,1.15734800,0.34063822,53.98460003,0.08777880,0.27705255,-72.70000000
EURUSD,2018-09-07,1.15511000,-0.62544091,1.16260900,1.15816800,0.36389467,45.50585982,0.08777880,0.27705255,-7.20000000
EURUSD,2018-09-09,1.15439000,-0.06233173,1.16110000,1.15900050,0.36341019,44.75614366,0.08777880,0.27705255,54.00000000
EURUSD,2018-09-10,1.15979000,0.46777952,1.16007600,1.15981100,0.36064152,51.24403078,0.08777880,0.27705255,-12.20000000
EURUSD,2018-09-11,1.15857000,-0.10519146,1.15929800,1.16058400,0.36197252,49.82046408,0.08777880,0.27705255,51.60000000
EURUSD,2018-09-12,1.16373000,0.44537663,1.15969800,1.16114700,0.32935585,55.45672670,0.08777880,0.27705255,55.60000000
EURUSD,2018-09-13,1.16929000,0.47777405,1.16064100,1.16173450,0.33181898,60.59299584,0.08777880,0.27705255,-69.80000000
EURUSD,2018-09-14,1.16231000,-0.59694344,1.16086400,1.16208450,0.35867397,52.42086776,0.08777880,0.27705255,12.60000000
EURUSD,2018-09-16,1.16357000,0.10840481,1.16125700,1.16248700,0.35907380,53.63646331,0.08777880,0.27705255,59.60000000
EURUSD,2018-09-17,1.16953000,0.51221671,1.16186700,1.16286500,0.35568158,58.97564549,0.08777880,0.27705255,-21.00000000
